Comments,Negative,Cleaning Ability,Usability,Battery or Charge,Reliability,Noise
 but not as powerful as hope it would be,1,1,0,0,0,0
but does not have as much suction as expected.,1,1,0,0,0,0
"It doesn’t pick up dirt from the carpet first swipe, I had to go over multiple times to clean",1,1,0,0,0,0
It doesn’t pick up items as big as cereal which is annoying since I bought this to not have to sweep,1,1,0,0,0,0
 In terms of the vacuum portion it does what it says it does has very good suction picked up just as much as our old Dyson.,1,1,0,0,0,0
It doesn’t pick vacuum up all the debris. I’ll have to vacuum over the same thing a few times for it to pick it. I only use it for the small clean up when I don’t want to get out the big vacuum so I was a little disappointed,1,1,0,0,0,0
 I would not recommend this vacuum if you have a majority carpet in your home,1,1,0,0,0,0
It doesn't pick up anything larger than a sunflower seed and I have to sweep before using. ,1,1,0,0,0,0
 The suction is poor. This is weakest vacuum I've ever used. There's not much more to say about that,1,1,0,0,0,0
Does not pick up well. Leaves small lightweight pills and similar bits behind that have to be swept up by hand.,1,1,0,0,0,0
Suction is not the best. It was not as powerful as I thought,1,1,0,0,0,0
"The roller would stop and it would not work, so can't have a vacuum you can only use on low pile rugs.",1,1,0,0,0,0
Poor suction. Suction is terrible. Had it less than 2 months and used it a handful of times because of the poor suction.,1,1,0,0,0,0
 the carpet function is useless.....turns off automatically as soon as it’s placed in a rug or carpet.,1,1,0,0,0,0
suction is almost nonexistent,1,1,0,0,0,0
 I’m sorry but it is the suction is so bad ,1,1,0,0,0,0
" It kind of works on hard floors, and just flat doesn't on carpet.",1,1,0,0,0,0
", suction is way less than Dyson, ",1,1,0,0,0,0
 The suction was not that good.  It especially had a hard time with hair. ,1,1,0,0,0,0
Not well on normal carpet.,1,1,0,0,0,0
"when its full dirt comes out at brushes, very weak edge cleaning power",1,1,0,0,0,0
The suction wasn't very strong at all.,1,1,0,0,0,0
Thicker carpets it does not fluff the carpet,1,1,0,0,0,0
This vacuum does not have near the suction that my old shark did.,1,1,0,0,0,0
"Do NOT waste your time and money purchasing this vacuum. I have two golden retriever mixes who shed moderately and they’re long haired so their hair gathers in dust bunnies (EASY to vacuum up with my previous cordless dyson), but the LG vacuum doesn’t even move the hair when the suction is RIGHT NEXT TO IT",1,1,0,0,0,0
" suction is sufficient, but doesn’t pick up some things",1,1,0,0,0,0
"It does not seem to vacuum strongly, I expected it to be strong",1,1,0,0,0,0
"The suction is awful, using the turbo doesn’t really help just drains the battery faster",1,1,0,0,0,0
The main cleaning roller attachment used for daily cleaning isn’t very agile and feels like it’s skipping across both a no to low pile  type area carpet and hardwood floors. It’s doesn’t feel like it’s gliding across the floor and pulling dirt and pet hair as it passes by it.,1,1,0,0,0,0
vacuum has issues after just 5 uses.  Motor makes loud noises and stops working,1,1,0,0,0,0
Suction power is similar to some of those in the hundred dollars range.,1,1,0,0,0,0
It doesn’t have great power and dirt comes out of the vacuum instead of picking it up,1,1,0,0,0,0
worked fine for the first few days then it started to loose suction in picking up stuff. am looking at returning it.,1,1,0,0,0,0
Do not buy if you are cleaning up pet food or litter,1,1,0,0,0,0
"When comparing hand vac to hand vac, the Dyson is much stronger.",1,1,0,0,0,0
terrible suction for the price,1,1,0,0,0,0
"But when it comes to picking up debris the Dyson wins, hands down.",1,1,0,0,0,0
 I find the LG spits out larger pieces (size of a small seed!) however I think that's because of the brush on the carpet attachment which comes with it.,1,1,0,0,0,0
We have 3 dogs and 2 cats and the main purpose was to have an easily transportable vacuum to get in corners and underneath things or small spaces. There just isn't enough suction power passed to the tools.,1,1,0,0,0,0
" On hard floors it's OK, but nowhere near as good as a soft roller brush.",1,1,0,0,0,0
"cons: suction power should be much higher for the price,",1,1,0,0,0,0
" It just does not clean as good, even after washing and replacing the filters.  It clogs up very easily if you use it continuously & the maximum setting isn't very strong.",1,1,0,0,0,0
but on the downside it really struggles to remove pet hair from cloth furniture. Without a good quality brush roll for furniture there is definitely something lacking,1,1,0,0,0,0
" power is lower than dyson,",1,1,0,0,0,0
Good suction but doesn't work well on hard wood floors.,1,1,0,0,0,0
I wish it had better suction power,1,1,0,0,0,0
The vacuum nozzle is too small and gets struck with small items and when used in power mode,1,1,0,0,0,0
The vacuum lacked power and didn’t live up to the price point,1,1,0,0,0,0
I'm disappointed I thought the suction would be much stronger than what it is.,1,1,0,0,0,0
Cons - it constantly clogs. Even after cleaning it out and checking for any clogging it still indicates it’s clogged,1,1,0,0,0,0
i have had to dig it out with some thing to get suction back.,1,1,0,0,0,0
For example I just had apple Jack’s cereal clog the machine today,1,1,0,0,0,0
it constantly stops running because of “clogged filter.” No matter how many times the filter is cleaned,1,1,0,0,0,0
Clogs Easily,1,1,0,0,0,0
Great vacuum when it’s empty and not clogged up…it clogs up easy with dog hair and it’s a pain to unclog.,1,1,0,0,0,0
Not what I expected. The vacuum clogs often. ,1,1,0,0,0,0
It clogs every 2 minutes,1,1,0,0,0,0
 it clogged constantly,1,1,0,0,0,0
it gets clogged.,1,1,0,0,0,0
The tube right after the rotating head clots up with hair every time you use it and it is a pain to disassemble and clean all the hair.,1,1,0,0,0,0
I cleaned houses and it didn't pick up much and it always clogs.,1,1,0,0,0,0
My dogs hair would clog up the vacuum faster than you could snap your fingers.,1,1,0,0,0,0
"Clogs constantly, doesn’t pick up very well",1,1,0,0,0,0
It constantly clogs and needs to be cleaned out,1,1,0,0,0,0
The airways become clogged every 5-10 minutes of vacuuming,1,1,0,0,0,0
The airway blocks every time it’s used despite being emptied every time,1,1,0,0,0,0
The brush clogs on hair too easily,1,1,0,0,0,0
Keeps clogging. But every single time I use this vacuum I have to take it apart and dig my finger into the vacuum pole to pull out a wad of dog hair blocking the suction,1,1,0,0,0,0
"I will use the vaccum and when I turn it off, a quarter of what I picked up, falls back onto the floor",1,1,0,0,0,0
"Every time I use it, it clogs up.",1,1,0,0,0,0
I cannot vacuum my house without this thing clogging,1,1,0,0,0,0
It does get clogged easily,1,1,0,0,0,0
Not the strongest suction power but got the job done.,1,1,0,0,0,0
I think you can get something cheaper that is more powerful.,1,1,0,0,0,0
it could not handle my pet’s fur on carpet.,1,1,0,0,0,0
"The machine got stuck every few minutes and I had to open the top nozzle and clean out the rod with disposable chop sticks. My kids love crafting and carpeted floor in their room is always full of bits of paper. The bits of paper and the dog fur worked together and chocked the pipe after every two minutes. I will probably use this on hardwood floors, the car, and stairs only.",1,1,0,0,0,0
"This wasn't as powerful as I was expecting. I clicked the + to boost power, it was better but still not as great as I was expecting.",1,1,0,0,0,0
" I ran it for about 8 minutes and it started sounding weird, power going up and down and it shut off then beeped. There was a red light on the front flashing. It indicated a clog. I took the motor off the pole and saw a clog, pet hair, at the top of the neck. I tried and tried to get it out, even used a chopstick to pull out the clog.",1,1,0,0,0,0
"It will be passable for light cleaning but if you have pets, or have deeper cleaning needs, I can't recommend.",1,1,0,0,0,0
"Need more power. Dope concept, it just doesn’t have the suction I expected for $1000 bucks",1,1,0,0,0,0
"However, with “normal” operation I felt the suction power is not that great - with my “moderately clean” carpets with the usual dog hair etc. I frequently switched to the “Power” mode (and a few times to the “Turbo” mode).",1,1,0,0,0,0
"But I wish, for the price, I was getting a bit more performance. If you have a light-duty need this will be a very good solution, but given the price you have to really think about the pros and cons. This could have been great with the large feature-set, but its mediocre performance made it more gimmicky for my needs.",1,1,0,0,0,0
" For the price it could be better, for example on hardwood floors not the best but doable, also it jams pretty easy with cereal pieces and hair easy. ",1,1,0,0,0,0
Not worth the money - doesn't suck well,1,1,0,0,0,0
"Unfortunately it's not worth the $500 they charge for this vacuum, mainly because it doesnt suck well.  Hardly has the power to suck with the nozel attachment, but putting on the larger floor attachment is kind of a joke.  In the three weeks I've given it, it has clogged 3 times, and seemingly lost power.",1,1,0,0,0,0
Also worth noting is that the vacuum canister is quite difficult to remove and put back on,1,1,0,0,0,0
"However, its suction power is NOT as strong as other Miele corded vacuum cleaners. It is great for non carpeted floors, but not carpets. We own a Miele Dog and Cat Dynamic U1 Upright vacuum. Without question, the suction power of the upright is much stronger",1,1,0,0,0,0
"What happens instead is the hair, dog toy fluff, dust bunnies, etc., attach to the bristles of the roller bar and accumulates and block air flow, so you end up with no suction on the wood floors (it then spits what it tries to pick up around on the wood floors)  and has bits of fluff and hair rolling around back and forth on the rug",1,1,0,0,0,0
" In addition, the suction was great for the first few times but now the suction is horrible. It actually drops the particles I have just vacuumed out of the roller brush when I go to pick it up",1,1,0,0,0,0
"I received a replacement and unfortunately the product still had the same poor performance on my low pile carpet.  Sticking with 1 star.I was so excited about my first Meile vacuum. Unfortunately, the roller brush does not work at all on my extremely low pile rugs",1,1,0,0,0,0
Amazing suction,1,1,0,0,0,0
This vacuum cannot vacuum. It just smears lint around on my carpet - making a mess. It cannot vacuum well at all,1,1,0,0,0,0
"not only that, but it randomly stops suctioning + drops all the debris it vacuumed up once turned off. the bristles get easily tangled with hair. i could go on. if i had the chance to choose, i wouldn’t go for a miele vacuum again.",1,1,0,0,0,0
"Doesn’t pick up pet hair, and motor turns on and off",1,1,0,0,0,0
"Too expencive for mediocre and poor suction vacuum!. Not very good suction, won’t even pick up sand",1,1,0,0,0,0
"Unfortunately, its ability to pick up crumbs from the kitchen, dining room, and living room is very disappointing.",1,1,0,0,0,0
"The suction is nothing like the regular vacuums,",1,1,0,0,0,0
"This vacuum never had good suction,",1,1,0,0,0,0
I was able to see that the vac simply was not picking up the cat hair.,1,1,0,0,0,0
"All this cat hair that was being left behind was forming the tumbleweeds.  Seriously, an $800 vacuum can't pick up cat hair",1,1,0,0,0,0
It doesn't have very good suction and won't even pick up bird seed off the hard floors.,1,1,0,0,0,0
"Power: The small size also forces a smaller suction motor. While the motor is probably very good for its size, overall it can be lacking a bit. I found that the suction is much stronger with the UV head on beds and furniture than the roller head for floors.",1,1,0,0,0,0
"Floor Brush Really Only Works One Direction: The floor brush has a wide 'U' shaped red-velvety bar around the back of the head. I assume this is to help it glide across the floor and perhaps guide things to the vacuum opening but what it really does is pick up and hold on to all the hair and fur. I had to repeatedly stop to grab all this and direct it into the nozzle. When I was vacuuming while going down the steps to my first floor, it was actually depositing an ever larger dust bunny on the step below as I was picking it up and placing it on the next step down. By the time I reached the bottom, I had a dust bunny the size of an actual bunny (well at least a baby one). They need to fix this with version 2.0.",1,1,0,0,0,0
"UV Head Pretty Useless On Hard Floors: I don't have really any carpet in my house any longer so I can't speak to its usefulness on said carpet, but I can say that it is pretty useless on tile and wood. First the UV head has no wheels or any kind of buffer between the plastic head and the floor so it bangs around and they even warn you in the owners manual that it can scratch some floors. It also doesn't get as good of a seal as it does on bedding/furniture so I don't think the suction is good enough for floors.",1,1,0,0,0,0
" however, it is not very powerful in terms of the engine, it has to be passed several times on certain surfaces to be able to collect all the small residues that remain",1,1,0,0,0,0
he machine was not even able to pick up popcorn from a wooden floor! POPCORN! Had to return it unfortunately.,1,1,0,0,0,0
"Doesn’t pick up pieces of things.. It went Geo hard floor to carpet and back just fine. I had to pick up the vacuum head and set it on top of pieces of things like Cheerios, popcorn, etc otherwise it would not pick up.",1,1,0,0,0,0
Good auction lower at max while it worked but did not pick up in front or sides of the vacuum head- had to go directly over whatever I was trying to vacuum. So this isn’t very useful for the kitchen because it wouldn’t pick up anything under the countertop overhang,1,1,0,0,0,0
but it does not suction small debris like Goldfish or Cheerios!,1,1,0,0,0,0
 The floor tool is not high enough to suction goldfish or Cheerios in the forward motion and you must reverse over it for a chance to pick it up.,1,1,0,0,0,0
but really doesn't work that well on carpet,1,1,0,0,0,0
and has great suction.,1,1,0,0,0,0
Go with the Dyson. Superior suction. Samsung just fair.. Dysons much better suction,1,1,0,0,0,0
" Super good suction power,",1,1,0,0,0,0
"but performs poorly on carpets, the thicker the carpet the worse the performance.",1,1,0,0,0,0
"I watched this push around the colored fry rice I was trying to vacuum and raisins. If it can’t handle the normal day to day mess, it’s not the one for me.",1,1,0,0,0,0
suction power on medium is not very strong.,1,1,0,0,0,0
 suction is minimal at best,1,1,0,0,0,0
Awful for short carpets. The brush motor is too weak to handle the powerful suction & stops rotating. This vacuum has a weak motor for rotating the brush.  It can't keep up with the strong suction power of the vacuum.,1,1,0,0,0,0
Therefore the spinning brush in the head stops spinning and no longer sweeps up the pet hair on our carpets.  You have to turn off the vacuum and turn it back on to get the brush spinning agai,1,1,0,0,0,0
But then it doesn't sweep up the fur very well.  And it still shuts down.  It was poorly engineered.  The brush motor needs to be stronger.  I hate this vacuum cleaner.,1,1,0,0,0,0
If you have long hair do not get this vacuum. It will stop the motor head from spinning!,1,1,0,0,0,0
 but its unfortunate that this vacuum just doesn't do a good job at that unless the pet hair is already on the surface of the carpet. It does do a decent job on hardwood flooring so this is probably suitable for some homes and not so much for others,1,1,0,0,0,0
 Almost useless on carpet.  Machine is under powered and will not turn (spin) rug attachment even on very low fiber carpet like Berber.,1,1,0,0,0,0
"Wheels constantly clog on hardwood floors. This is an excellent vacuum however it has one MAJOR design flaw, the small wheels constantly clog up on hardwood floors and about every three days I have to take them apart and clean them with a small flathead screwdriver",1,1,0,0,0,0
 This vacuum does not work on carpets - not even the lowest pile ones. I tried both the turbo action (what they recommend for carpets) and the soft action brush. It just gets stuck (probably because it is too low to the ground) and needs to be constantly lifted to then move it,1,1,0,0,0,0
"since the suction power is very limited, I use my corded Oreck for deep cleaning.  This is used only for light & convenient quick pickup between corded vacuuming",1,1,0,0,0,0
"The suction wasn't nearly as strong as my P50, until I washed and dried the foam filter. I'm not sure what it had been treated with, but it restricted the air flow originally. I spent a fair amount of time determining why the suction was so low.",1,1,0,0,0,0
" It just didn’t pick up anything and I would have to use my corded shark after. I love my regular shark, but this cordless version was not up shark standards. It just spit the dirt behind it without picking it up.",1,1,0,0,0,0
 Did not pick up well at all. It says for pets....but the dog hair just got stuck in it,1,1,0,0,0,0
The suction is terrible. And terrible is being nice. It pushes the dog hair around and the dog hair it does pick up is stuck in the front wheels.,1,1,0,0,0,0
 It suction power is horrible. It does not clean well against base boards or in corners. I was expecting power. I got none.,1,1,0,0,0,0
Vacum that does not suck. Disliked this product for it does not suck well on the floor or rug.,1,1,0,0,0,0
Low powet. This Shark vacuum is under powered.,1,1,0,0,0,0
Not as expected. Expected more suction power,1,1,0,0,0,0
Not enough suction power. Suction power is very weak. ,1,1,0,0,0,0
Zero suction. I was excited to get it after reading the reviews. I followed the instructions for assembly and headed to the baby pool. ZERO suction on this vacuum. It didn't suck up anything. I took it out and put my hand against it and could feel no suction at all,1,1,0,0,0,0
"Sadly, the suction sucks, so much do that the wand chokes with just light lint.",1,1,0,0,0,0
 the suction was not powerful enough to force the small pieces of paper to the bag.,1,1,0,0,0,0
Suction power is crap compared to my corded shark. ,1,1,0,0,0,0
"It has minimal suction power - the pick up comes from the beater bars and brushes. Because the pickup comes from the beater action instead of suction, using the Shark as anything other than a stick vacuum will leave you frustrated and force you to go over an area multiple times",1,1,0,0,0,0
The fins DO ABSOLUTELY NOTHING. The hair still gets tangled and there is still plenty of things not picked up on hard wood. The suction doesn’t pick up powered carpet cleaner let alone most crumbs,1,1,0,0,0,0
Won’t pick up larger pieces (ex rice crispy)Will absolutely have a mess once you lift it off the floorBin is to small,1,1,0,0,0,0
"Does not pick up on edges or floor or corners. You will always need to use an attachment for that. Suction on carpet is mediocre at best. To clarify, even if debris is over 1cm away from edge, it is not getting it.Changed the one star. I can’t begin to explain the anger I feel whenever I try to use this piece of garbage. I can’t believe I spent so much money on this. It picks up nothing on the carpet. If you have carpet and you plan on this picking up anything from your carpet, you can forget it.",1,1,0,0,0,0
The suction power is weak.,1,1,0,0,0,0
"poor suction - its a toy not a vacuum. poor suction,",1,1,0,0,0,0
 I've also noticed that it gets clogged at the roller head and near the top where the dust collects,1,1,0,0,0,0
"However the suction is extremely weak and to even get to enough power it has to be at the most powerful turbo mode, Most vacuums pull away from you and are able to pull in dirt surrounding the outside of the tool but this is unable to do either",1,1,0,0,0,0
I returned my dyson for this vacuum and it sucks on hard floor. It won’t pick up pieces of cereal it breaks them and pushes them around it’s so frustrating for how expensive it is,1,1,0,0,0,0
"I could tell immediately that it wasn't going to be powerful enough for the job ahead. I quickly placed the vacuum on Turbo mode and it worked a lot better.  Still not perfect, but better than the default normal setting.. It just doesn't seem to have the power of my full size vacuum",1,1,0,0,0,0
This small expensive fancy thing is good for light clean ups but unsuitable for carpeted floors in with furries and messy kids,1,1,0,0,0,0
"However, with “normal” operation I felt the suction power is not that great - with my “moderately clean” carpets with the usual dog hair etc. I frequently switched to the “Power” mode (and a few times to the “Turbo” mode",1,1,0,0,0,0
"For the price it could be better, for example on hardwood floors not the best but doable",1,1,0,0,0,0
I expect more suction for spending this type of money,1,1,0,0,0,0
it just doesn’t have the suction I expected for $1000 bucks,1,1,0,0,0,0
I have a Shark stick vacuum that has 10x the suction power,1,1,0,0,0,0
Will push around larger items like cereal/pretzels on hardwood floors,1,1,0,0,0,0
Deep cleaning performance - things sometimes don't get sucked up in one pass with minimal improvement in TURBO mode. Larger cereal isn't easily vacuumed,1,1,0,0,0,0
"It did OK on carpet, but I felt it could use a bit more power. This was even after I cracked it up to Power Mode and then to Turbo Mode",1,1,0,0,0,0
"This wasn't as powerful as I was expecting.…I clicked the + to boost power, it was better but still not as great as I was expecting…For the price, $999 I was expecting so much more from this system. It will be passable for light cleaning but if you have pets, or have deeper cleaning needs, I can't recommend",1,1,0,0,0,0
It’s a great looking vacuum but doesn’t have that turbo power suction the description describes!  I tried it for about two weeks and just doesn’t pick up like my dyson,1,1,0,0,0,0
"Will not pick up larger debris… The suction could be better. While it can be powerful at max setting, I find that my other stick vacuum of the same price outperforms this one. On carpet, especially if you have pets, I find the suction on normal and medium somewhat disappointing. It’ll pick up surface level and some hair but it won’t pick up fine dust unless I activate Turbo mode. With Tubo on, it did pick up dust deep in the carpet but I have to go over the area a few times. On normal the battery will last about 30 mins, while Turbo will last about 10 mins",1,1,0,0,0,0
I will say on bare floors with any type of small particles it takes at least a couple of passes to get everything up but it’s not that much worse than other I’ve had,1,1,0,0,0,0
I have to use it on TURBO all the time though. The normal mode just does not cut it for me. Maybe I can use that to suck other things? I don’t even know what “other” things are,1,1,0,0,0,0
"I do like the auto dump, however I feel like the suction could be a lot better",1,1,0,0,0,0
"After 5 minutes of vacuuming I got a clog, the vacuum errored out and turned off",1,1,0,0,0,0
"For the price it could be better, for example on hardwood floors not the best but doable, also it jams pretty easy with cereal pieces and hair easy…. I ran it for about 8 minutes and it started sounding weird, power going up and down and it shut off then beeped. There was a red light on the front flashing. It indicated a clog. I took the motor off the pole and saw a clog, pet hair, at the top of the neck",1,1,0,0,0,0
There's a lever to push down the dirt. It seemed like a really cool idea. However once this clog cleared the neck it is now stuck above that lever,1,1,0,0,0,0
It easily gets stuck - with a few hairs and dust and it will not function well anymore.,1,1,0,0,0,0
Cannot handle pet hair.  Very hard to maintain as I have to disassemble the collection system every time I use it,1,1,0,0,0,0
Much larger than anything else I’ve seen. I did have a clog at the bend to the floor attached that required some time to break free. Turn out to be balled up tape with a bunch of stuff attached.,1,1,0,0,0,0
There isn’t a hard floor attachment for the vacuum and would not use the supplied beater-brush heads to clean delicate laminate flooring,1,1,0,0,0,0
"If you have mostly hardwood, with kids that drop cereal or such larger (Pea size of large) items on the floor that you would like to pick up with the vacuum, there might be better choices such as vacuums with front soft roller, or other method to pick up larger items",1,1,0,0,0,0
I had some debris that got caught underneath the nozzle and slightly scratched an area of my hardwood floors. Perhaps I may look into getting the Slim Hard Floor Nozzle that didn’t come with the unit I have. ,1,1,0,0,0,0
I expect more suction for spending this type of money,1,1,0,0,0,0
Will not pick up larger debris,1,1,0,0,0,0
" Also, on more than one occasion, because the suction is so poor, something got stuck on the bottom and scratched my hardwood floors",1,1,0,0,0,0
it  is not as powerful  but I feel that it is good enough for most of my needs. ,1,1,0,0,0,0
" However, the small opening from the motor area into the canister is too small and gets clogged with pet hair, before the canister even has a chance to fill up. The design in that particular area is awful. I unclog more than I vacuum. Very frustrating that we spent all this money to help me gets around and contribute to household chores and it causes more frustration than anything else. Very disappointed.",1,1,0,0,0,0
For the price it really does not have great suction  ,1,1,0,0,0,0
"I just wish it had more suction, it's pretty good but could be stronger. ",1,1,0,0,0,0
"For a rather petite person as I am, I like the accessibility and light weight with the vacuum the most, but wish that of more suction power. ",1,1,0,0,0,0
" As for the suction power, it is quite under powered.",1,1,0,0,0,0
"At time we wish it had a little more power to pick up the bigger stuff, but, otherwise, well worth the purchase price.",1,1,0,0,0,0
The power feels little weak when it is in normal mode,1,1,0,0,0,0
"It doesn’t have good suction. I thought it’d be great to get pet hair off the carpeted stairs but I still have to drag out the old Kirby to get the job done well. Generally speaking, it’s overpriced and under delivered.",1,1,0,0,0,0
"THE BAD: Suction power.  This is literally the only thing I don’t like about the vacuum.  Most reviews I watched or read said that it had good power, but that wasn’t my experience.  In standard mode the suction was weak. It pulled hair and dirt up out of the carpet, but it didn’t even make the carpet look like it had been vacuumed. ",1,1,0,0,0,0
 I have not been impressed with it's actual performance. It does have long run time which is great but on the downside it really struggles to remove pet hair from cloth furniture.,1,1,0,0,0,0
"But for a vacuum that claims to do well with pet hair, it misses the mark",1,1,0,0,0,0
Does not pick items up well. I regret this purchase completely. Always feel like its on low power mode. I push items around too often and it does not pull them up becauce it does not have the power. Would not recommend,1,1,0,0,0,0
"There are a couple of things about it that aren't perfect. One is the suction is a little on the weak side, especially if you have the stick extended all the way. I find myself using it in the ""turbo"" mode most of the time and then it picks everything up. It's noisier and uses more battery in that mode, but still acceptable. The other thing it does is sometimes leave a little line of dust/pet hair on rugs from the back edge of the roller head. There's a little strip of material like a short cloth brush on the trailing side of the roller. As you're vacuuming and pull it towards you, it apparently gathers the debris. Then when you roll forward again it leaves the line of dust/hair on the rug. The solution for me is to always vacuum rugs by working your way backwards. Then at the end you can clean up that little line of debris. ",1,1,0,0,0,0
"but I run a bit short because for carpet you really need to use the higher suction settings...  And while I thought it was doing great picking up pet hair by the looks of things, the other day I set a lint roller down where I had just vacuumed really well, and was sad to see that much more pet hair was collected than I would have thought just in setting it down",1,1,0,0,0,0
Small flaws with the suction.,1,1,0,0,0,0
 I find normal mode to be a bit weak when it comes to suction. I run the vacuum on power mode at all times. ,1,1,0,0,0,0
Lastly...this is NOT a vac for carpet - especially with pets.,1,1,0,0,0,0
"It does not seem to have the same suction power as a larger, more traditional vacuum - That being said, it cleans every room in our townhouse in one go",1,1,0,0,0,0
 Suction power is similar to some of those in the hundred dollars range,1,1,0,0,0,0
Underwhelming.  Light suction and not great on floors. ,1,1,0,0,0,0
Not a ton of suction...Doesn’t pick up more then crumps unless your using just the hose,1,1,0,0,0,0
This has to be the worst handheld vac I’ve owned no suction power at all compared to Dyson,1,1,0,0,0,0
"power is lower than dyson, but price is same as dyson. i don't suggest this product. if price drop down to 300 is ok.",1,1,0,0,0,0
The main cleaning roller attachment used for daily cleaning isn’t very agile and feels like it’s skipping across both a no to low pile  type area carpet and hardwood floors. It’s doesn’t feel like it’s gliding across the floor and pulling dirt and pet hair as it passes by it.,1,1,0,0,0,0
"Regret this decision to purchase such an expensive vacuum. The suction is awful, using the turbo doesn’t really help just drains the battery faster. Don’t waste your money.",1,1,0,0,0,0
"cons: suction power should be much higher for the price, and the stand can't be taken apart once its built.",1,1,0,0,0,0
It doesn’t have great power and dirt comes out of the vacuum instead of picking it up,1,1,0,0,0,0
There just isn't enough suction power passed to the tools. Ended up returning the product due to price vs usability for our needs.,1,1,0,0,0,0
Not great for Pet hair,1,1,0,0,0,0
terrible suction for the price...the canister is way to small and very difficult to clean the fine dirt out...had it for a week and returned,1,1,0,0,0,0
Barely works on carpet hard floor eh it’s fine not worth price tho,1,1,0,0,0,0
"My only complaint was that it needed to be cleaned once a week. Now, I clean it more often, which is not efficient. Anyway, the reason why I hate it is that after 2 days after cleaning, I will use the vaccum and when I turn it off, a quarter of what I picked up, falls back onto the floor. Do not buy if you are cleaning up pet food or litter. Now, I use a broom and the hand vac to clean it up. When comparing hand vac to hand vac, the Dyson is much stronger. This is even in high power mode. The battery life is better than the Dyson though. I do not feel that I should have to clean a vacuum more than once a week for it to work properly.",1,1,0,0,0,0
Low speed is mostly useless. I have to use high or turbo to pick everything up off the floor and rugs/carpet. It struggles with larger solids. I believe this is due to the suction not being strong enough,1,1,0,0,0,0
The suction power is mediocre. You have to turn the turbo on all the time for it to really vacuum.Definitely not worth the price as it breaks easy and has minimal suction.,1,1,0,0,0,0
Has no suction. Doesn’t pick up dirt when you pull it backwards. Everything just collects and you have to take it off by hand,1,1,0,0,0,0
"What a HUGE disappointment. It has NO vacuuming power even on turbo. The batteries don’t hold a charge long - but what would you do if they did? ..Not vacuum well longer?  Now I’m stuck with THIS until it dies I hope it is soon, and I will buy my own gifts from now on. I estimate the suction is only 25% of the one I wanted. It has a stand to hold all the attachments that won’t work under low suction. ",1,1,0,0,0,0
"its been only few weeks that I have used, but i guess the suction power can be improved. ",1,1,0,0,0,0
" and it works well for daily, light vacuuming. However, it is useless for heavy duty cleaning. It is definitely not worth the high price.",1,1,0,0,0,0
Cons… This vacuum does NOT work well with dog hair or kids. Gets clogged like every time I vacuum. I would expect a little more with the price point on this,1,1,0,0,0,0
 The suction isn't even as close as the Dyson we had before. $100 vacuum being sold for $700. Don't waste your time or money.,1,1,0,0,0,0
" Not happy with the power I get from the unit, and if I push the turbo button the unit runs out of power really fast.  I know I would not be able to vacuum for the 120 minutes you claim  even with the regular power.  I purchased the unit December 14th and was in Florida for 5 months, so have only used it for 5 months.",1,1,0,0,0,0
 The only problem I had with the vacuum is that it didn’t vacuum my thicker carpet well.  The suction was not strong enough for the thicker carpet in the turbo or regular mode.,1,1,0,0,0,0
"Normal and medium mode are pretty ineffective at vacuuming. This is the main problem with this vacuum, whether you're using the Dustbuster mode, or upright standing method, the most effective result is in the turbo mode. With 14 steps, 7 up, and 7 down, I barely got through all 14 steps in turbo mode before both batteries died.",1,1,0,0,0,0
"Very Poor Suction, good for very small jobs, won’t pick up small pieces off wooden floor, mop works very well it’s quite",1,1,0,0,0,0
Was a beautiful vacuum just did not have the suction power we needed for the money.,1,1,0,0,0,0
" I wasn’t that impressed, the suction wasn’t as good as my Shark & the mop part although easier left the circular prints on my floor after it dried…so i brought it back & got a SHARK!",1,1,0,0,0,0
It does a terrible job of picking up anything the size of a small pebble or larger and most of the time it will just spit it back out.,1,1,0,0,0,0
If good for tile but weak pressure for carpet.,1,1,0,0,0,0
The air flow is quite weak and the battery doesn't stay charged as long as needed. Very disappointed and wish we could return this,1,1,0,0,0,0
 Good suction but doesn't work well on hard wood floors. Definitely wouldn't repurchase.,1,1,0,0,0,0
I have tile floors and think it did and okay job. Not the strongest suction power but got the job done.,1,1,0,0,0,0
I’d give it 5 stars for every thing except it doesn’t have the kind of suction of air flow need for the biggest of job.  ,1,1,0,0,0,0
the suction needs to improve in my opinion. I had to return it.,1,1,0,0,0,0
I'm disappointed I thought the suction would be much stronger than what it is,1,1,0,0,0,0
The vacuum lacked power and didn’t live up to the price point.,1,1,0,0,0,0
"I have a German Shepherd and if you know the breed, well they shed like crazy. So a good vacuum with lots of power is a necessity.  When first turning the stick vacuum on its in Normal mode. I could tell immediately that it wasn't going to be powerful enough for the job ahead. I quickly placed the vacuum on Turbo mode and it worked a lot better.  Still not perfect, but better than the default normal setting.  After 5 minutes of vacuuming I got a clog, the vacuum errored out and turned off...] I feel the price for what you get, is a little high.  It just doesn't seem to have the power of my full size vacuum. And maybe it wasn't meant to replace that. But for the price you would think it would.  ",1,1,0,0,0,0
